date,temp_dc_max,temp_dc_min,temp_dc_mean,precipitation_sum_mm,shortwave_radiation_mj_sum,relative_humidity_%,surface_pressure_hpa,plz_2d
2023-04-01,11.591,4.741,9.09725,3.5000002,5.76,84.87885,989.1801,38
2023-04-02,7.041,1.4909999,4.113917,0.0,10.0,70.30778,1010.22046,38
2023-04-03,6.041,-2.109,2.3868334,0.0,13.5,63.168903,1021.4382,38
2023-04-04,5.991,-2.859,1.9805833,0.0,15.69,66.459435,1018.57715,38
2023-04-05,7.841,-3.2089999,2.8326666,0.0,15.45,64.375145,1013.2413,38
2023-04-06,12.290999,-2.359,4.941,0.0,19.57,61.03677,1008.7055,38
2023-04-07,11.891,0.791,6.0868335,0.0,18.78,60.757694,1008.4873,38
2023-04-08,8.391,3.941,5.838917,0.4,5.1,88.34554,1014.3352,38
2023-04-09,11.891,0.64100003,6.6159997,0.0,14.01,81.377075,1016.32153,38
2023-04-10,16.491,3.7910001,10.380584,0.0,18.41,66.09577,1010.14545,38
2023-04-11,12.740999,2.7410002,8.940999,5.8999996,16.15,72.42967,1000.41235,38
2023-04-12,10.091,1.841,6.8285007,5.2000003,4.87,81.385704,993.46387,38
2023-04-13,12.790999,3.891,7.678501,2.1999998,17.47,77.22344,993.13666,38
2023-04-14,12.691,2.9910002,7.580584,0.5,14.36,77.31095,999.30194,38
2023-04-15,11.290999,5.341,7.8493333,8.2,3.79,91.295006,999.6096,38
2023-04-16,10.891,6.941,8.688918,5.399999,4.87,90.978004,1009.4847,38
2023-04-17,13.891,4.3910003,8.845167,0.0,17.72,75.05106,1015.00726,38
2023-04-18,12.141,5.6410003,8.574334,0.0,12.21,76.64554,1017.96295,38
2023-04-19,12.641,3.2910001,7.955584,0.4,20.62,56.991455,1015.84033,38
2023-04-20,10.341,4.341,7.153501,0.8000001,11.71,78.96002,1009.9471,38
2023-04-21,18.841,7.691,12.932668,0.0,22.57,67.2691,1005.8708,38
2023-04-22,21.691,8.641,15.1659975,0.4,19.6,62.48666,999.7039,38
2023-04-23,17.591,10.891,13.918083,2.5,16.29,73.29104,996.404,38
2023-04-24,13.191,7.1410003,10.711833,1.2,15.56,74.68049,993.21783,38
2023-04-25,9.191,4.241,7.2660007,1.0,14.52,66.74964,1000.2483,38
2023-04-26,8.790999,1.691,5.4597497,0.3,13.73,70.28428,1007.199,38
2023-04-27,10.441,1.6409999,6.4930835,0.0,16.66,69.20616,1010.27637,38
2023-04-28,15.141,4.691,9.520166,3.1999998,9.52,72.2121,1003.57446,38
2023-04-29,14.141,7.941,11.636834,2.8,12.62,78.172455,1005.0345,38
2023-04-30,13.290999,2.2410002,8.0535,0.0,24.83,72.09632,1013.08887,38
2023-05-01,18.241,4.291,11.170166,0.0,20.34,65.66335,1006.39996,38
2023-05-02,11.540999,7.941,9.603499,1.5000001,12.98,73.29463,1011.4195,38
2023-05-03,12.941,1.291,7.7555833,0.0,20.49,71.215004,1018.1788,38
2023-05-04,16.890999,3.441,10.291,0.0,19.02,70.394226,1012.9589,38
2023-05-05,19.541,7.6410003,13.553498,7.9,17.52,68.76483,1007.0975,38
2023-05-06,16.640999,9.591,12.932667,1.0000001,16.52,83.01975,1007.50586,38
2023-05-07,14.091,7.691,10.80975,0.7,14.54,76.13231,1011.29,38
2023-05-08,17.541,6.291,11.988915,0.0,25.32,68.567726,1013.3851,38
2023-05-09,20.191,8.490999,14.276416,0.0,24.51,60.035385,1005.947,38
2023-05-10,15.841,10.490999,13.070167,4.8,7.16,79.69445,1000.0949,38
2023-05-11,17.491,11.040999,13.19933,5.1999993,9.22,92.237305,1004.1745,38
2023-05-12,21.041,7.6410003,15.057667,0.0,24.03,66.422226,1007.60394,38
2023-05-13,21.140999,8.740999,14.855583,0.0,24.93,61.44873,1010.20416,38
2023-05-14,19.791,8.040999,14.363915,0.2,24.45,67.698746,1007.5303,38
2023-05-15,19.941,7.241,14.190997,0.5,22.29,68.35526,1001.1802,38
2023-05-16,13.841,8.240999,10.963917,0.1,19.68,65.96991,1006.49506,38
2023-05-17,12.691,6.541,9.511834,0.1,19.47,66.43167,1013.7211,38
2023-05-18,14.391,3.0410001,9.438915,0.0,19.68,66.531075,1017.907,38
2023-05-19,17.541,7.191,12.632667,0.0,20.64,63.83139,1015.9988,38
2023-05-20,17.241,9.490999,13.734748,0.0,12.23,71.3509,1013.3623,38
2023-05-21,25.491,12.341,18.230581,0.3,21.59,73.29194,1007.42535,38
2023-05-22,26.140999,15.240999,19.591,4.5,23.26,68.10065,1004.41595,38
2023-05-23,15.591,8.941,13.511833,1.6000001,9.39,81.71392,1005.8973,38
2023-05-24,13.540999,6.091,10.111833,1.4000001,10.73,78.43272,1011.85004,38
2023-05-25,17.191,5.791,12.203499,0.1,20.56,76.46105,1015.74023,38
2023-05-26,17.041,6.491,12.274333,0.0,28.29,71.0088,1018.13495,38
2023-05-27,19.390999,5.3910003,13.378498,0.0,27.23,68.6464,1016.7051,38
2023-05-28,21.991,6.741,15.440998,0.0,27.69,63.550903,1010.60254,38
2023-05-29,19.441,9.841,14.722249,0.0,25.96,60.544346,1012.5886,38
2023-05-30,19.640999,7.241,13.974332,0.0,22.08,66.53507,1015.04816,38
2023-05-31,22.890999,8.391,16.630583,0.0,28.48,63.241146,1014.374,38
2023-06-01,17.341,9.141,13.220164,0.0,24.91,73.189064,1010.1884,38
2023-06-02,18.091,8.141,13.51183,0.1,18.64,62.14416,1010.36346,38
2023-06-03,19.140999,7.341,13.843082,0.0,27.62,47.82779,1012.771,38
2023-06-04,21.741,6.191,15.157666,0.0,29.26,55.04166,1011.7767,38
2023-06-05,23.941,7.991,17.441002,0.0,28.95,56.374554,1010.75885,38
2023-06-06,22.341,11.841,18.084753,0.0,18.47,59.944016,1009.33966,38
2023-06-07,24.640999,15.091,19.688913,2.8,22.2,66.92404,1009.17633,38
2023-06-08,26.541,14.490999,20.445166,1.1,26.73,64.632256,1006.9322,38
2023-06-09,26.441,13.841,21.038916,0.0,27.51,59.62615,1006.1641,38
2023-06-10,26.841,12.540999,19.951418,0.3,26.94,67.78402,1007.4221,38
2023-06-11,26.491,15.341,21.111832,0.0,29.23,51.240948,1008.88995,38
2023-06-12,25.241,16.291,21.001413,0.0,29.5,46.701977,1008.2762,38
2023-06-13,25.741,11.691,19.699333,0.0,27.3,46.19476,1005.8379,38
2023-06-14,22.841,12.691,18.203499,0.0,23.62,54.63251,1008.32916,38
2023-06-15,23.741,12.441,18.413916,0.0,24.98,54.826065,1008.8641,38
2023-06-16,23.890999,11.891,16.903498,1.9,20.02,74.391014,1006.61774,38
2023-06-17,23.491,13.040999,18.457666,0.0,27.04,71.22169,1004.5298,38
2023-06-18,26.941,13.691,20.811832,0.0,28.14,60.635006,1004.0805,38
2023-06-19,28.291,18.441,22.926416,0.8,22.31,58.191757,1002.4075,38
2023-06-20,26.140999,18.241,21.78475,2.0,19.51,76.52694,1003.17847,38
2023-06-21,26.341,19.191,22.655584,8.800001,23.76,73.234245,1005.5185,38
2023-06-22,26.491,17.140999,21.963919,7.6000004,18.76,74.008736,1006.98016,38
2023-06-23,19.541,15.841,17.511833,54.7,5.74,90.81614,1006.89154,38
2023-06-24,25.140999,11.740999,19.001413,0.0,26.31,73.428604,1013.937,38
2023-06-25,27.241,14.141,21.495169,0.4,26.52,71.20506,1009.2444,38
2023-06-26,26.441,17.341,21.507668,2.4,24.31,66.52991,1004.4068,38
2023-06-27,20.241,13.091,16.351416,4.5,23.48,73.739265,1007.75024,38
2023-06-28,22.041,12.191,17.35975,0.0,23.0,70.978874,1007.67285,38
2023-06-29,23.491,14.191,19.37225,1.9000001,16.03,76.98445,1005.06464,38
2023-06-30,20.691,16.091,17.67225,6.1999993,12.42,81.58982,1001.64966,38
2023-07-01,21.390999,13.740999,17.586832,2.1000001,8.86,69.30719,995.9902,38
2023-07-02,20.091,14.691,17.422253,2.2,20.83,67.12428,997.26807,38
2023-07-03,20.091,13.990999,17.076414,0.0,19.77,57.50075,999.63226,38
2023-07-04,21.541,14.540999,17.088915,0.5,22.51,64.521774,1001.7613,38
2023-07-05,20.441,14.191,17.757666,1.4000001,20.83,62.35742,999.7669,38
2023-07-06,21.791,12.591,17.3285,0.0,23.4,65.079926,1007.2348,38
2023-07-07,26.741,12.091,19.80975,0.0,28.77,59.962936,1011.1172,38
2023-07-08,30.541,13.790999,22.913916,0.0,28.49,55.088856,1009.6246,38
2023-07-09,32.440998,18.091,25.615997,0.0,26.01,51.355938,1009.3892,38
2023-07-10,24.491,18.191,21.751413,1.1,19.38,70.18592,1008.96246,38
2023-07-11,30.291,15.441,23.457666,0.0,25.51,63.47685,1004.91876,38
2023-07-12,24.640999,18.091,22.180586,0.2,26.24,59.921535,999.44183,38
2023-07-13,23.140999,14.990999,18.52225,0.6,23.9,65.49884,1005.4034,38
2023-07-14,25.291,13.191,19.880583,0.0,20.21,64.12922,1005.9926,38
2023-07-15,30.741,17.741,23.809748,3.8,18.9,56.674053,998.7059,38
2023-07-16,25.491,17.341,21.568085,2.4,22.56,62.088623,1002.7178,38
2023-07-17,23.341,16.241,19.326416,0.3,24.67,59.221115,1007.35333,38
2023-07-18,23.691,12.841,18.738916,0.0,23.41,64.32542,1009.0606,38
2023-07-19,23.441,12.540999,18.207666,1.1,20.57,68.52332,1002.34326,38
2023-07-20,21.341,12.891,17.011833,1.0,21.03,67.99056,1003.3216,38
2023-07-21,20.640999,11.691,15.8951645,5.2,14.98,75.332565,1001.16254,38
2023-07-22,21.191,12.240999,17.118082,0.2,18.08,65.677216,1003.0445,38
2023-07-23,23.390999,14.591,18.982668,2.0000002,12.69,69.41308,998.85504,38
2023-07-24,23.441,15.591,19.301416,19.6,15.92,79.807236,993.44556,38
2023-07-25,19.291,13.141,16.091,0.5,18.64,74.49714,995.2587,38
2023-07-26,19.991,11.040999,15.411832,0.3,21.12,66.82499,1000.70013,38
2023-07-27,17.791,12.441,15.68475,4.8999996,5.07,82.175835,997.6329,38
2023-07-28,24.541,17.041,19.736834,2.4,15.42,80.979256,995.7951,38
2023-07-29,23.741,16.991,19.432665,10.8,16.09,81.48856,997.45184,38
2023-07-30,21.441,15.591,18.347248,1.0,17.59,70.19894,1000.13794,38
2023-07-31,20.841,15.490999,17.811834,12.9,11.89,78.58837,997.43805,38
2023-08-01,20.841,15.490999,17.566,13.600002,16.19,80.162476,988.8781,38
2023-08-02,21.041,14.441,17.611834,6.3999996,12.56,77.74921,987.2043,38
2023-08-03,21.191,16.041,18.357666,16.000002,19.51,76.15319,986.99066,38
2023-08-04,20.941,14.790999,17.349333,1.0000001,18.38,78.31994,1000.99066,38
2023-08-05,21.390999,11.841,16.961836,2.3,20.84,76.33161,1003.274,38
2023-08-06,21.640999,13.341,16.782667,3.5,16.32,82.25745,995.20776,38
2023-08-07,18.041,13.091,14.970166,7.099999,13.69,79.286316,998.6645,38
2023-08-08,18.591,12.341,15.305584,0.5,19.18,68.00402,1001.03094,38
2023-08-09,19.591,10.641,15.645165,0.2,21.31,68.21365,1004.50775,38
2023-08-10,20.941,9.240999,15.718082,0.0,21.16,71.361275,1010.5566,38
2023-08-11,26.941,13.141,20.295168,0.0,23.55,68.68587,1010.8293,38
2023-08-12,27.191,17.041,20.955584,6.6000004,12.58,79.60569,1006.3233,38
2023-08-13,24.140999,15.740999,20.149332,0.0,18.01,75.619835,1007.3892,38
2023-08-14,28.291,14.141,20.911835,5.2,16.23,79.49704,1005.5822,38
2023-08-15,27.691,19.791,22.826416,4.8999996,14.46,80.08837,1005.6355,38
2023-08-16,24.140999,17.140999,20.191002,8.4,14.17,87.15817,1010.2092,38
2023-08-17,21.491,17.241,19.261831,17.9,8.01,88.66979,1009.01855,38
2023-08-18,28.041,15.841,21.941002,0.3,19.11,82.22418,1007.6093,38
2023-08-19,31.691,18.491,24.559752,1.1,19.88,75.38349,1006.6694,38
2023-08-20,27.291,19.140999,23.199327,0.1,19.23,77.073296,1011.7542,38
2023-08-21,25.291,17.341,21.518082,0.0,20.0,70.52097,1012.7334,38
2023-08-22,25.091,17.390999,20.872252,0.3,17.18,69.935814,1010.1164,38
2023-08-23,24.591,14.490999,19.688917,0.0,20.26,73.78737,1009.64655,38
2023-08-24,26.640999,15.141,21.176416,0.1,17.43,70.1864,1005.7559,38
2023-08-25,25.390999,18.791,21.5785,10.700001,11.78,80.36997,998.9927,38
2023-08-26,21.541,14.990999,19.207666,0.0,18.22,71.3447,1000.11786,38
2023-08-27,20.991,12.941,16.803501,0.0,10.56,73.133026,999.5274,38
2023-08-28,19.140999,11.691,15.52225,0.2,16.0,75.18484,1001.1787,38
2023-08-29,19.041,11.841,15.295166,0.3,12.67,78.6491,1000.3416,38
2023-08-30,20.491,11.040999,15.428497,7.4,15.51,78.92454,997.0662,38
2023-08-31,16.890999,10.941,14.041,7.3000007,14.82,79.766014,998.98236,38
2023-09-01,20.691,11.040999,15.243083,0.6,12.93,81.07975,1003.726,38
2023-09-02,20.791,11.691,16.27225,0.70000005,13.19,86.7553,1010.1558,38
2023-09-03,20.491,12.790999,16.688915,0.0,16.48,77.240654,1016.8496,38
2023-09-04,23.791,10.990999,17.468084,0.0,19.46,72.87501,1017.75757,38
2023-09-05,28.291,13.740999,20.693085,0.0,18.84,69.14302,1012.7239,38
2023-09-06,28.390999,13.040999,20.532667,0.0,19.05,71.61939,1012.01666,38
2023-09-07,27.591,15.591,21.278502,0.0,18.94,64.7722,1012.3362,38
2023-09-08,28.591,15.191,21.376417,0.0,18.95,62.76517,1009.41797,38
2023-09-09,29.091,12.441,20.795168,0.0,18.59,68.47324,1007.29224,38
2023-09-10,27.741,14.941,21.013918,0.0,17.95,75.641624,1007.65643,38
2023-09-11,29.390999,14.191,21.85975,0.0,17.6,74.33266,1004.0944,38
2023-09-12,24.541,17.691,20.293083,6.0,14.77,85.31509,1002.7121,38
2023-09-13,20.640999,11.891,17.163916,19.500002,8.43,89.23144,1004.59766,38
2023-09-14,17.291,7.991,13.128498,0.0,14.45,78.4175,1012.70514,38
2023-09-15,21.341,9.441,15.401416,0.0,16.02,74.95489,1010.49097,38
2023-09-16,24.341,12.540999,18.082666,0.0,16.53,72.624466,1005.96454,38
2023-09-17,26.890999,13.591,19.470163,4.3,13.31,78.54272,1004.3613,38
2023-09-18,23.591,17.091,20.122252,4.7,6.84,78.14561,997.54913,38
2023-09-19,19.841,14.490999,17.27225,0.0,12.04,66.06011,999.2679,38
2023-09-20,23.241,15.290999,18.978498,0.0,14.49,66.27859,999.1934,38
2023-09-21,23.541,15.341,19.616001,5.0,10.45,67.8995,992.0734,38
2023-09-22,19.041,13.841,16.3035,2.3999999,9.06,76.51437,992.03613,38
2023-09-23,16.941,11.490999,14.313916,0.1,11.04,71.09718,1002.3826,38
2023-09-24,18.691,10.341,14.0097475,0.0,12.6,78.35844,1015.20355,38
2023-09-25,20.341,10.290999,14.29725,0.0,14.36,73.75716,1014.9117,38
2023-09-26,22.591,8.040999,15.151417,0.0,14.56,79.39087,1012.1062,38
2023-09-27,24.691,11.540999,17.457666,0.0,13.25,80.82483,1009.84467,38
2023-09-28,24.890999,14.091,18.918081,0.0,12.81,79.37601,1006.76105,38
2023-09-29,24.791,14.441,19.243082,0.5,8.1,77.93338,1006.61163,38
2023-09-30,18.441,11.290999,14.8222475,0.0,11.74,78.91014,1014.8945,38
2023-10-01,21.041,13.691,16.155584,0.0,6.43,72.694496,1013.47705,38
2023-10-02,24.441,15.490999,18.978502,0.0,11.43,73.97356,1010.0061,38
2023-10-03,22.541,12.141,17.778498,7.8999996,6.03,72.06116,1003.0134,38
2023-10-04,16.640999,11.990999,14.018085,0.1,9.95,73.679474,1013.7236,38
2023-10-05,16.841,12.441,14.470165,0.6,7.48,76.5763,1012.51056,38
2023-10-06,19.191,11.441,15.211834,0.1,9.68,74.88084,1012.25555,38
2023-10-07,20.140999,14.391,16.899332,0.6,4.3,77.25731,1007.7652,38
2023-10-08,17.140999,10.540999,13.126415,7.0,8.7,78.12776,1013.8855,38
2023-10-09,16.291,10.841,14.153501,21.5,2.2,91.812004,1008.0608,38
2023-10-10,20.841,12.891,16.443085,0.1,6.16,84.47381,1008.2686,38
2023-10-11,22.991,16.390999,19.026417,0.4,10.18,62.070923,1002.13696,38
2023-10-12,19.691,13.441,15.368083,19.5,2.98,83.75838,1002.6214,38
2023-10-13,23.041,14.391,18.674334,2.1,7.09,79.412056,998.0317,38
2023-10-14,19.491,9.091,13.991,6.0,9.68,69.62699,996.7849,38
2023-10-15,9.990999,6.3910003,7.990999,2.0,8.43,72.386635,1006.72894,38
2023-10-16,9.740999,4.841,7.1701655,0.5,4.75,83.9968,1011.2138,38
2023-10-17,10.790999,4.341,6.9576664,0.1,6.73,88.69567,1010.80145,38
2023-10-18,10.841,3.591,7.143083,0.0,8.04,80.27509,1002.6468,38
2023-10-19,9.941,7.1410003,8.374334,11.300001,2.19,90.54764,987.3069,38
2023-10-20,8.540999,6.1410003,7.301417,10.2,1.15,95.36327,978.53394,38
2023-10-21,17.341,7.8910003,12.463914,0.4,7.91,82.58413,984.6635,38
2023-10-22,15.591,10.841,12.611833,0.1,5.96,75.02621,996.56055,38
2023-10-23,14.540999,8.341,11.345166,0.5,6.92,87.76696,1003.25854,38
2023-10-24,15.040999,10.591,12.145165,3.3999999,3.45,88.01931,994.824,38
2023-10-25,14.641,8.391,10.853499,3.6000001,7.39,84.41383,990.16254,38
2023-10-26,11.740999,7.691,10.143082,7.8999996,2.11,93.91703,984.4133,38
2023-10-27,10.691,4.8910003,8.205584,9.3,2.12,96.05477,983.8735,38
2023-10-28,13.341,8.490999,10.290999,3.2999997,5.45,88.84525,988.56323,38
2023-10-29,16.291,9.391,13.170167,3.5999997,5.46,78.38917,987.49335,38
2023-10-30,15.790999,11.540999,13.030581,1.5,6.45,79.34031,990.9617,38
2023-10-31,12.391,9.841,11.097251,3.4999998,3.91,86.607155,988.87665,38
2023-11-01,14.290999,8.591,11.370167,3.1,2.97,84.42468,993.41437,38
2023-11-02,14.591,9.141,12.016,0.0,2.07,68.34219,979.24097,38
2023-11-03,12.040999,7.8910003,9.972251,0.0,5.2,69.048676,975.7505,38
2023-11-04,11.341,6.341,8.530583,2.4,5.39,73.21717,975.90936,38
2023-11-05,11.490999,9.391,10.249333,5.1,3.92,81.396614,968.7285,38
2023-11-06,12.790999,8.941,10.232667,0.8,5.14,72.86908,988.8212,38
2023-11-07,11.641,6.991,9.051416,0.3,5.33,79.40295,998.6269,38
2023-11-08,11.240999,6.8910003,8.926416,0.4,4.23,75.358246,1001.0103,38
2023-11-09,9.941,8.391,9.218083,3.5,1.38,81.48249,993.4327,38
2023-11-10,9.990999,6.041,7.9201665,3.1000001,5.16,78.70467,988.6678,38
2023-11-11,7.6410003,3.9910002,5.9076667,12.5,2.09,89.17035,990.9283,38
2023-11-12,8.591,3.591,5.918083,1.5000001,5.0,87.76453,996.5159,38
2023-11-13,11.191,2.641,6.136833,11.7,2.08,89.23413,994.6092,38
2023-11-14,12.441,9.391,10.7785,3.1,4.24,79.12501,990.0449,38
2023-11-15,9.591,7.3910003,8.486834,11.299999,1.5,90.28719,999.04364,38
2023-11-16,8.441,2.2910001,6.7305837,2.2,4.81,84.843376,1002.0345,38
2023-11-17,7.041,1.191,4.0576673,1.1,3.93,87.50468,1006.82477,38
2023-11-18,7.8910003,2.441,5.291,4.2,3.79,87.562065,1012.28973,38
2023-11-19,12.591,5.041,9.39725,15.200003,3.91,85.974434,997.5256,38
2023-11-20,10.740999,6.6410003,9.603499,7.8999996,1.06,89.39713,996.58905,38
2023-11-21,7.1410003,2.391,5.707667,0.8,1.13,90.31194,1005.4314,38
2023-11-22,2.191,-2.0089998,0.5639166,0.0,3.49,81.220795,1017.521,38
2023-11-23,10.141,2.7410002,8.059751,3.7,0.96,83.12254,1004.47064,38
2023-11-24,8.191,1.841,4.130584,12.6,3.0,87.15537,992.8372,38
2023-11-25,4.1410003,-0.909,1.3785001,3.2999997,1.6,88.02976,995.8706,38
2023-11-26,3.841,-1.909,0.98475,1.6,2.65,93.3012,1002.29913,38
2023-11-27,4.191,1.2409999,3.011833,10.4,1.37,94.671,993.80566,38
2023-11-28,1.091,-1.5090001,-0.30900002,4.0999994,3.24,87.58099,991.12256,38
2023-11-29,1.341,-4.159,-0.55066663,3.2999995,1.09,82.86031,991.00586,38
2023-11-30,1.3909999,-4.259,-1.1298333,0.0,2.85,89.40549,992.8344,38
2023-12-01,-1.0090001,-3.7589998,-2.0194166,0.0,2.31,84.05309,996.25446,38
2023-12-02,-0.95899993,-2.4589999,-1.7235832,1.4000001,1.07,85.88684,1001.1099,38
2023-12-03,0.64100003,-5.209,-1.0569167,2.1999998,1.54,90.65295,1009.9085,38
2023-12-04,1.041,-5.309,-1.1194166,0.90000004,1.48,80.69095,1003.82513,38
2023-12-05,3.091,-1.459,0.5618333,5.1,0.9,90.220665,995.2911,38
2023-12-06,2.0410001,0.741,1.2743334,1.8000002,0.81,94.56144,1000.6453,38
2023-12-07,4.041,-2.859,1.601417,0.3,2.97,91.90223,1008.6766,38
2023-12-08,4.091,-2.2089999,0.63683337,3.2999997,0.62,85.8758,1001.20575,38
2023-12-09,6.8910003,4.241,5.2930837,4.9,1.94,88.87658,997.5361,38
2023-12-10,8.290999,4.941,7.080584,6.7,0.61,84.055084,990.50543,38
2023-12-11,8.990999,6.041,8.0035,11.0,1.04,88.5442,988.4234,38
2023-12-12,8.040999,3.7410002,5.9785,1.4000001,2.15,91.095375,995.42554,38
2023-12-13,8.591,4.8910003,6.413916,6.6999993,2.59,94.956795,989.0747,38
2023-12-14,4.8910003,1.191,3.082667,0.5,0.63,93.21876,1004.5118,38
2023-12-15,6.691,1.041,4.4764166,1.1,1.38,93.08312,1020.4438,38
2023-12-16,8.591,4.491,6.463917,0.0,1.52,84.86491,1026.2306,38
2023-12-17,9.191,6.291,7.926417,0.0,1.74,84.982,1023.8902,38
2023-12-18,7.1410003,4.991,5.9222503,0.0,1.58,79.64622,1018.9775,38
2023-12-19,7.1410003,5.241,6.307667,11.6,0.5,85.51911,1008.1674,38
2023-12-20,6.741,4.591,5.75975,7.7,1.03,90.91868,999.3061,38
2023-12-21,9.240999,4.241,7.3118324,13.299999,0.77,89.2423,982.8723,38
2023-12-22,4.8910003,2.5410001,3.8285,11.000001,1.84,85.61853,984.0725,38
2023-12-23,5.941,1.591,2.9660003,17.499998,0.3,92.2103,992.0845,38
2023-12-24,10.740999,7.3910003,8.945167,12.1,0.53,91.59607,990.87396,38
2023-12-25,10.841,8.740999,9.75975,6.4,1.54,89.58227,993.1057,38
2023-12-26,10.891,5.041,8.688916,10.100002,3.21,83.99969,998.4031,38
2023-12-27,7.441,0.39100003,4.213917,0.1,1.49,87.155945,1008.37225,38
2023-12-28,10.891,8.040999,8.941,0.1,3.28,69.05579,1000.64795,38
2023-12-29,10.040999,8.091,9.151417,9.2,1.53,77.725204,996.68414,38
2023-12-30,8.141,5.091,6.8680835,1.6000001,2.98,82.33883,1000.20483,38
2023-12-31,10.490999,5.541,7.513916,0.0,1.58,77.41435,994.3064,38
2024-01-01,7.741,4.541,6.2285004,1.4,1.83,78.86917,993.7483,38
2024-01-02,9.441,3.691,6.699333,13.999999,0.76,87.99542,986.7503,38
2024-01-03,10.641,7.291,8.94725,3.9,1.71,80.87287,978.7908,38
2024-01-04,7.541,2.5410001,4.7743335,1.6,1.51,83.53811,988.3579,38
2024-01-05,7.1410003,2.2910001,4.318084,3.8,2.45,91.50927,992.3205,38
2024-01-06,5.541,-0.459,3.182667,2.6000001,0.77,92.13779,997.9139,38
2024-01-07,-0.709,-3.559,-1.7027502,0.5,1.82,75.560936,1012.31934,38
2024-01-08,-1.909,-6.759,-4.450667,0.4,4.29,66.81395,1021.56934,38
2024-01-09,-3.559,-8.559,-6.659,0.0,4.41,66.33196,1025.8718,38
2024-01-10,-2.2089999,-8.759001,-6.5340004,0.0,4.47,61.968594,1022.40625,38
2024-01-11,-0.95899993,-9.159,-5.3610835,0.0,2.65,83.45903,1021.87726,38
2024-01-12,1.691,-0.95899993,-0.15274997,0.2,1.15,97.41337,1019.78906,38
2024-01-13,2.641,1.341,1.83475,0.5,0.96,92.95673,1008.8137,38
2024-01-14,2.441,0.591,1.7576666,3.5999997,1.31,92.40033,995.53925,38
2024-01-15,1.841,-0.008999996,0.9951666,3.5,2.95,81.397194,986.5015,38
2024-01-16,1.2409999,-1.959,-0.26108333,0.8,3.1,78.905624,995.22235,38
2024-01-17,1.091,-3.7589998,-2.0381663,2.1,2.51,71.73176,985.41156,38
2024-01-18,2.091,-3.909,-1.4173332,0.1,4.68,84.14845,987.18365,38
2024-01-19,2.2910001,-3.359,-1.0673332,0.0,4.99,80.82354,1005.093,38
2024-01-20,2.841,-2.159,0.02641668,0.0,4.68,77.39532,1015.7929,38
2024-01-21,3.7410002,-1.809,2.0389168,0.0,1.94,46.710697,1012.6721,38
2024-01-22,10.740999,4.541,7.1160007,5.6,1.65,80.105255,999.04645,38
2024-01-23,7.441,3.841,5.6097503,2.8,3.52,79.74961,1008.38055,38
2024-01-24,11.341,6.241,9.111834,6.4999995,3.5,79.418495,1003.42944,38
2024-01-25,7.841,2.891,5.730583,0.0,2.92,81.489395,1014.50836,38
2024-01-26,10.540999,3.841,6.6472497,3.1999998,1.23,84.7859,1011.54443,38
2024-01-27,7.291,1.041,3.6222503,0.0,5.78,83.33996,1022.97943,38
2024-01-28,8.191,-2.809,1.20975,0.0,5.9,83.69746,1022.2447,38
2024-01-29,10.341,0.69100004,5.476416,0.0,5.16,58.63484,1017.60254,38
2024-01-30,10.391,5.491,7.7472496,0.0,4.17,78.3171,1017.47455,38
2024-01-31,7.791,3.391,5.3993335,0.4,3.38,78.89393,1020.0708,38
2024-02-01,7.291,3.7910001,5.811834,2.6,4.96,80.45562,1014.8743,38
2024-02-02,8.091,3.9910002,5.9805837,0.4,2.33,80.24856,1015.066,38
2024-02-03,10.091,7.941,8.872249,5.0000005,1.82,90.72634,1010.51434,38
2024-02-04,9.341,7.491,8.291,4.7000003,2.59,83.67321,1007.0947,38
2024-02-05,10.540999,7.841,9.27225,3.6,2.24,83.69399,1003.04376,38
2024-02-06,10.490999,7.791,8.974334,0.90000004,1.81,80.14383,996.9292,38
2024-02-07,9.240999,0.841,4.5451665,14.599999,4.01,84.3361,992.9468,38
2024-02-08,4.841,-0.85899997,1.4535002,7.7,2.66,91.08069,991.0826,38
2024-02-09,13.191,1.291,6.7826667,9.000001,4.51,90.27326,979.4649,38
2024-02-10,13.290999,7.091,9.805583,2.9,6.25,87.458916,979.5634,38
2024-02-11,9.591,7.691,8.588918,4.7999997,1.71,94.15008,980.5637,38
2024-02-12,8.941,4.291,6.2597504,1.8000001,3.77,91.26023,991.1143,38
2024-02-13,8.540999,2.2910001,4.8305836,0.0,6.47,80.491905,1005.81903,38
2024-02-14,11.141,5.591,8.384749,5.7,1.9,83.31326,1006.207,38
2024-02-15,12.990999,10.191,11.593083,1.3000001,3.53,88.563774,1006.3942,38
2024-02-16,15.341,8.540999,11.988915,4.4,5.68,81.60615,1003.48364,38
2024-02-17,10.540999,2.691,8.513917,0.5,4.08,86.96549,1017.1565,38
2024-02-18,11.490999,2.191,7.0847497,3.4,3.01,86.42133,1016.79297,38
2024-02-19,9.740999,6.741,8.022249,10.300003,2.61,90.94097,1010.3757,38
2024-02-20,9.591,5.991,7.5701675,1.2,4.85,84.19216,1013.88885,38
2024-02-21,11.540999,6.791,8.643085,1.0,5.14,76.2897,1005.6145,38
2024-02-22,11.691,7.741,9.666,10.7,3.4,82.625984,983.237,38
2024-02-23,11.040999,4.091,7.030583,0.1,9.01,64.178764,982.33795,38
2024-02-24,8.040999,1.2409999,4.341,0.2,7.93,75.82212,990.33356,38
