date,temp_dc_max,temp_dc_min,temp_dc_mean,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours,wind_speed_kmh_max,shortwave_radiation_mj_sum,et0_fao_evapotranspiration_mm,relative_humidity_%,dew_point_dc,pressure_sea_hpa,surface_pressure_hpa,plz_2d
2023-10-01 00:00:00+00:00,20.800499,8.567166,14.475499,0.0,0.0,0.0,0.0,9.452027,13.953334,2.2943096,73.76585,9.642861,1025.8278,995.8243,63
2023-10-02 00:00:00+00:00,23.717165,10.967167,16.710915,0.0,0.0,0.0,0.0,8.840457,13.893333,2.4231155,74.041084,11.790778,1022.03754,992.3837,63
2023-10-03 00:00:00+00:00,22.4505,11.267166,16.538694,10.466667,10.466667,0.0,5.3333335,27.642534,9.3,2.170839,75.46609,11.98175,1017.53754,988.00946,63
2023-10-04 00:00:00+00:00,16.233833,9.133834,12.258834,0.0,0.0,0.0,0.0,14.31463,10.726666,1.7285811,78.866066,8.4255,1028.0819,997.7753,63
2023-10-05 00:00:00+00:00,15.133834,8.6171665,11.4505005,0.13333334,0.13333334,0.0,1.3333334,15.41351,7.6633334,1.2639521,83.82481,8.686611,1026.7042,996.3689,63
2023-10-06 00:00:00+00:00,17.1505,7.067167,11.873416,0.0,0.0,0.0,0.0,12.178673,12.490001,1.8799304,81.464386,8.577583,1026.5499,996.2806,63
2023-10-07 00:00:00+00:00,18.117167,9.267167,13.648416,0.0,0.0,0.0,0.0,19.635765,8.856667,1.7124654,80.11548,10.147722,1024.1583,994.12006,63
2023-10-08 00:00:00+00:00,19.067167,12.217167,15.16439,0.0,0.0,0.0,0.0,16.202707,9.233334,1.7059008,80.916466,11.8005,1024.7764,994.86066,63
2023-10-09 00:00:00+00:00,19.317167,10.7838335,14.949112,0.0,0.0,0.0,0.0,15.482791,6.9533334,1.455924,81.0196,11.540084,1021.1861,991.38226,63
2023-10-10 00:00:00+00:00,20.700499,10.1505,15.273416,0.0,0.0,0.0,0.0,10.992993,11.46,1.9786515,78.738396,11.345639,1021.11395,991.3498,63
2023-10-11 00:00:00+00:00,23.150497,12.567166,17.25675,0.0,0.0,0.0,0.0,16.798166,12.170001,2.745219,68.07162,11.023416,1017.30975,987.8768,63
2023-10-12 00:00:00+00:00,17.4005,15.117166,16.05536,3.8,3.8,0.0,8.333333,17.257795,2.8966665,1.0359107,81.608345,12.821334,1015.78326,986.2373,63
2023-10-13 00:00:00+00:00,23.3505,15.2005005,18.715082,0.7666667,0.7666667,0.0,2.3333333,21.265924,9.896667,2.7383718,70.45344,12.499805,1012.4084,983.2203,63
2023-10-14 00:00:00+00:00,19.700499,8.767167,14.647029,3.7,3.7,0.0,6.3333335,31.096899,10.44,2.523587,66.82343,8.284528,1011.2972,981.71967,63
2023-10-15 00:00:00+00:00,10.0505,3.8005002,6.932444,0.26666668,0.26666668,0.0,2.3333333,19.76735,9.87,1.2762448,80.6556,3.63175,1020.92633,990.2697,63
2023-10-16 00:00:00+00:00,10.433833,1.0671667,5.505361,0.0,0.0,0.0,0.0,8.798393,9.506667,1.2010114,83.21969,2.6220279,1023.40967,992.52655,63
2023-10-17 00:00:00+00:00,11.133834,2.967167,6.3949447,0.0,0.0,0.0,0.0,13.7078085,9.093333,1.301155,76.33114,2.35675,1019.5153,988.8415,63
2023-10-18 00:00:00+00:00,12.967167,2.7505,7.942167,0.26666668,0.26666668,0.0,1.0,19.221724,9.57,1.7683083,71.27656,2.7171667,1010.3889,980.1276,63
2023-10-19 00:00:00+00:00,17.967165,9.2838335,13.160916,11.0666685,11.0666685,0.0,12.666667,17.945406,5.233333,0.94614714,89.918175,11.472722,996.3653,967.0573,63
2023-10-20 00:00:00+00:00,16.233833,11.5338335,13.245639,5.233333,5.233333,0.0,13.0,23.465263,2.7699997,0.6467848,90.15084,11.640083,984.92084,955.96387,63
2023-10-21 00:00:00+00:00,15.9005,11.517166,13.462306,2.8666666,2.8666666,0.0,6.6666665,34.18532,8.616666,1.6768216,77.15055,9.387305,996.5542,967.28906,63
2023-10-22 00:00:00+00:00,13.767166,9.8005,11.516472,0.6333334,0.6333334,0.0,4.6666665,21.622137,3.83,1.113718,76.64531,7.5248055,1009.4792,979.6414,63
2023-10-23 00:00:00+00:00,14.5338335,5.417166,10.539389,1.4333334,1.4333334,0.0,2.3333333,18.009108,7.3033333,1.2123257,84.87347,7.9643884,1012.93195,982.8906,63
2023-10-24 00:00:00+00:00,12.5505,9.0338335,11.54425,5.4666667,5.4666667,0.0,11.666667,20.28022,2.5066667,0.5213655,91.70321,10.211612,1005.9764,976.249,63
2023-10-25 00:00:00+00:00,12.4005,6.8838334,9.984527,16.166666,16.166666,0.0,10.333333,22.801641,4.1833334,0.59844947,94.20316,9.068555,1000.4458,970.7241,63
2023-10-26 00:00:00+00:00,12.0505,7.7338333,10.148417,3.2666664,3.2666664,0.0,7.3333335,24.036667,5.116667,0.7681647,88.55332,8.284528,996.7736,967.1789,63
