date,temp_dc_max,temp_dc_min,temp_dc_mean,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours,wind_speed_kmh_max,shortwave_radiation_mj_sum,et0_fao_evapotranspiration_mm,relative_humidity_%,dew_point_dc,pressure_sea_hpa,surface_pressure_hpa
2024-02-14 00:00:00+00:00,10.023,4.923,7.6986947,4.0,4.0,0.0,9.333333,17.177633,2.25,0.5294041,87.475945,5.7313333,1020.54865,988.78204
2024-02-15 00:00:00+00:00,12.339667,6.556333,9.662583,0.4,0.4,0.0,1.0,13.236076,5.6066666,0.82392985,89.22345,7.9084167,1018.8708,987.3903
2024-02-16 00:00:00+00:00,14.573001,7.756333,10.909805,6.566667,6.566667,0.0,9.0,16.065924,5.7999997,0.9868986,85.04926,8.440361,1016.36395,985.0931
2024-02-17 00:00:00+00:00,12.473,6.423,9.291056,0.36666667,0.36666667,0.0,3.6666667,16.11239,7.5,1.0364934,85.67978,6.8452225,1030.0708,998.18353
2024-02-18 00:00:00+00:00,9.406333,3.9396667,6.901472,2.533333,2.533333,0.0,6.3333335,23.244032,4.0099998,0.6799953,88.43182,5.0549445,1030.2417,998.0991
2024-02-19 00:00:00+00:00,10.723001,5.806333,8.049389,1.4333333,1.4333333,0.0,8.333333,21.654806,5.0,0.8563412,85.481445,5.654944,1026.7236,994.7984
2024-02-20 00:00:00+00:00,9.356334,4.6229997,6.620917,0.4666667,0.4666667,0.0,3.0,19.728735,5.1966667,0.8170776,83.558975,3.9181392,1028.5945,996.4565
2024-02-21 00:00:00+00:00,9.073,5.1563334,6.9611945,1.6999999,1.6999999,0.0,4.0,20.379723,4.7466664,0.9028564,81.50172,3.9223053,1019.8111,987.9831
2024-02-22 00:00:00+00:00,10.006333,7.1563334,8.669528,16.300001,16.300001,0.0,22.333334,34.809643,1.2733334,0.58068174,88.74079,6.893833,996.5916,965.6704
2024-02-23 00:00:00+00:00,7.5563335,1.8396667,4.850083,0.7,0.7,0.0,3.6666667,28.880526,6.7333336,1.140377,76.04565,0.82369447,996.05145,964.7287
2024-02-24 00:00:00+00:00,6.423,1.173,3.5160553,1.0666667,1.0000001,0.046666667,6.6666665,20.69438,7.353333,0.90462,83.16093,0.7931389,1002.0097,970.36395
