date,temp_dc_max,temp_dc_min,temp_dc_mean,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours,wind_speed_kmh_max,shortwave_radiation_mj_sum,et0_fao_evapotranspiration_mm,relative_humidity_%,dew_point_dc,pressure_sea_hpa,surface_pressure_hpa
2024-03-28 00:00:00+00:00,12.492667,6.2093334,8.475306,14.999999,14.933333,0.046666667,14.666667,29.241682,10.926666,1.6767154,78.80582,4.829472,988.55145,979.5677
2024-03-29 00:00:00+00:00,13.992667,7.009333,9.907249,2.1,2.1,0.0,7.3333335,27.384432,10.46,2.0540469,71.05073,4.8357224,996.7736,987.75903
2024-03-30 00:00:00+00:00,20.542665,8.009334,13.388499,0.9333334,0.9333334,0.0,3.0,15.505348,13.95,2.377487,78.06438,9.297527,998.37085,989.44977
2024-03-31 00:00:00+00:00,16.209333,6.7260003,11.23225,3.6333334,3.6333334,0.0,7.3333335,14.023009,11.009999,1.7537633,83.06305,8.267666,999.3819,990.3891
2024-04-01 00:00:00+00:00,11.576,7.8259997,9.775999,14.433334,14.433334,0.0,16.333334,23.169044,3.46,0.6385734,92.11625,8.550305,995.6458,986.63983
2024-04-02 00:00:00+00:00,12.792666,7.3926663,9.601001,2.2,2.2,0.0,8.333333,31.43542,14.036667,1.9810065,78.89237,5.9634995,1004.3972,995.30536
2024-04-03 00:00:00+00:00,11.892667,7.692667,9.801,4.1,4.1,0.0,16.333334,18.866402,4.7066665,0.86600775,88.1809,7.9232216,1006.43335,997.33014
2024-04-04 00:00:00+00:00,14.892667,8.076,11.074612,5.6,5.6,0.0,9.0,29.215004,7.5033336,1.4901778,80.99108,7.8648887,1006.5764,997.51166
2024-04-05 00:00:00+00:00,18.392668,10.159333,13.798917,1.0333334,1.0333334,0.0,4.3333335,28.215546,10.419999,2.2254734,76.362144,9.623917,1010.44165,1001.4283
2024-04-06 00:00:00+00:00,24.176,12.375999,17.737112,0.0,0.0,0.0,0.0,17.87399,16.89,3.6685016,68.21354,11.2878065,1012.8222,1003.9077
2024-04-07 00:00:00+00:00,22.325998,14.359333,18.569054,1.1333333,1.1333333,0.0,2.0,23.49648,16.703333,4.253818,55.77728,9.224611,1013.4375,1004.54663
2024-04-08 00:00:00+00:00,22.992666,11.609333,16.466278,1.6,1.6,0.0,2.6666667,14.153091,17.436666,2.9630601,79.75261,12.656555,1010.1667,1001.2403
2024-04-09 00:00:00+00:00,17.759333,10.926,14.243362,1.3000001,1.3000001,0.0,4.3333335,26.61408,9.833333,2.305916,69.34939,8.609333,1009.1458,1000.15985
2024-04-10 00:00:00+00:00,13.642667,7.9593334,10.603778,0.26666668,0.26666668,0.0,2.6666667,21.313736,14.146667,2.5360575,67.090645,4.6273885,1025.4097,1016.16064
2024-04-11 00:00:00+00:00,16.042665,7.609333,11.708638,0.16666667,0.16666667,0.0,1.3333334,20.487892,9.953334,2.152873,69.53037,6.2579446,1031.0209,1021.75507
2024-04-12 00:00:00+00:00,17.976,12.426,15.090584,0.033333335,0.033333335,0.0,0.33333334,23.029985,10.886666,2.1093338,78.6185,11.3385,1029.9208,1020.7741
2024-04-13 00:00:00+00:00,21.825998,13.109333,17.090584,0.0,0.0,0.0,0.0,24.231707,16.023333,3.2473714,72.68853,11.831555,1023.4847,1014.4578
2024-04-14 00:00:00+00:00,17.509333,10.009334,13.7954445,0.2,0.2,0.0,0.6666667,22.174932,15.599999,3.133298,60.891193,6.1509995,1018.94855,1009.8615
2024-04-15 00:00:00+00:00,13.576,4.9093337,9.604472,4.6666665,4.6666665,0.0,11.0,33.148212,14.863334,2.4328873,69.71163,3.9593334,1007.3056,998.1885
2024-04-16 00:00:00+00:00,10.042666,4.576,6.8232226,4.833333,4.5333333,0.21,11.333333,26.975748,13.073334,1.9207517,77.01401,2.9864166,1001.03754,991.8864
2024-04-17 00:00:00+00:00,9.326,3.4593334,5.9086394,4.733333,4.433333,0.21,13.333333,12.119537,11.886666,1.4727712,85.54453,3.5301666,1009.06525,999.8101
2024-04-18 00:00:00+00:00,10.992667,1.976,6.5378056,1.1,1.1,0.0,8.333333,17.73043,17.973333,2.3771865,77.65973,2.4697502,1015.7375,1006.4417
2024-04-19 00:00:00+00:00,10.042666,4.4593334,6.6662774,13.233333,13.099999,0.093333334,20.333334,28.486748,8.81,1.2660873,83.72199,4.0600276,1006.8472,997.6377
2024-04-20 00:00:00+00:00,9.042666,2.526,5.891972,1.5333334,1.5,0.023333333,6.6666665,25.083939,15.036667,1.9251522,75.22601,1.5100279,1015.8208,1006.5037
2024-04-21 00:00:00+00:00,8.776,1.7260002,5.0933614,2.3333333,1.7666665,0.39666668,6.3333335,20.002657,20.913332,2.451623,70.14157,-0.6608055,1022.53613,1013.12946
2024-04-22 00:00:00+00:00,7.292667,0.45933333,3.7489166,0.4,0.3,0.07,3.3333333,10.643776,19.37,2.2210176,69.35422,-1.8073334,1024.7097,1015.236
2024-04-23 00:00:00+00:00,8.276,-1.574,4.1871114,0.73333335,0.7,0.023333333,2.6666667,11.936545,14.286667,1.9556891,69.95449,-1.2642778,1019.4528,1010.0433
2024-04-24 00:00:00+00:00,7.959333,3.0926666,4.9329443,7.1333327,5.9666657,0.81666666,20.333334,17.398092,10.91,1.3291966,82.92453,2.1989167,1006.6736,997.40967
2024-04-25 00:00:00+00:00,8.625999,2.026,5.0565553,3.5666666,3.2,0.25666666,12.666667,16.781403,13.016666,1.5236722,82.81084,2.2051668,1004.9764,995.73126
2024-04-26 00:00:00+00:00,11.042666,4.3426666,7.636417,1.3000001,1.3000001,0.0,6.6666665,22.929047,10.603333,1.701982,76.23301,3.5739167,1005.1042,995.9461
2024-04-27 00:00:00+00:00,18.342667,4.3426666,11.565583,0.4333333,0.4333333,0.0,3.0,17.466576,18.87,3.0629597,73.49505,6.472528,1008.5959,999.5267
2024-04-28 00:00:00+00:00,20.676,11.042666,14.584332,1.9333334,1.9333334,0.0,2.0,21.827784,13.296666,3.2135773,61.183014,7.0211387,1010.57635,1001.5865
