date,temp_dc_max,temp_dc_min,temp_dc_mean,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours,wind_speed_kmh_max,shortwave_radiation_mj_sum,et0_fao_evapotranspiration_mm,relative_humidity_%,dew_point_dc,pressure_sea_hpa,surface_pressure_hpa
2024-01-04 00:00:00+00:00,7.3485,1.9485,4.4033613,1.8000002,1.8000002,0.0,10.333333,26.725952,1.5066667,0.3792058,84.33985,1.9679445,998.5083,988.6165
2024-01-05 00:00:00+00:00,5.7818336,1.9151665,3.481139,4.633333,4.433333,0.14,12.0,16.529299,2.0533333,0.21277227,92.747314,2.4012778,1002.957,992.9934
2024-01-06 00:00:00+00:00,4.9651666,-0.9015,2.2290556,3.9666665,3.7,0.18666667,14.333333,16.904673,0.75333333,0.15641989,93.730286,1.3165556,1008.75555,998.68866
2024-01-07 00:00:00+00:00,-0.71816665,-3.4015,-1.8049723,0.90000004,0.0,0.63,3.6666667,17.463018,1.57,0.4933646,75.40035,-5.623028,1023.43475,1013.06573
2024-01-08 00:00:00+00:00,-1.8681666,-6.5014997,-4.2570558,0.23333335,0.0,0.16333334,2.3333333,19.54296,4.2566667,0.6472512,66.30755,-9.723722,1032.882,1022.31854
2024-01-09 00:00:00+00:00,-3.7681665,-8.668167,-6.7820563,0.0,0.0,0.0,0.0,14.039229,4.36,0.4778283,68.28882,-11.866778,1037.3584,1026.6527
2024-01-10 00:00:00+00:00,-2.8181667,-8.934834,-6.762611,0.0,0.0,0.0,0.0,11.605224,4.4066663,0.5065002,64.06418,-12.599418,1033.8347,1023.1679
2024-01-11 00:00:00+00:00,-0.7015,-9.2015,-5.314,0.0,0.0,0.0,0.0,10.092187,2.1833334,0.2021846,86.58613,-7.234139,1032.9264,1022.3223
2024-01-12 00:00:00+00:00,1.6651667,-1.2348334,-0.29594445,0.26666668,0.26666668,0.0,2.6666667,16.37454,1.1533333,0.12395369,98.03237,-0.5709444,1030.4458,1020.0627
2024-01-13 00:00:00+00:00,2.5818334,1.2818333,1.8394723,0.6333334,0.6333334,0.0,5.0,26.200287,0.84666663,0.19516762,94.13155,0.9894722,1018.9749,1008.7847
2024-01-14 00:00:00+00:00,2.5651667,0.84849995,1.8957223,4.5333333,4.1,0.3033333,10.666667,27.218588,1.2333333,0.20653628,93.34533,0.9318333,1005.57367,995.5188
2024-01-15 00:00:00+00:00,1.9818333,-0.068166666,0.9325277,6.4,0.23333333,4.3166666,17.0,29.63418,2.34,0.5723784,81.96847,-1.8209444,996.45557,986.4585
2024-01-16 00:00:00+00:00,1.1818333,-2.1515,-0.4667778,1.0333334,0.0,0.72333336,4.0,24.280785,3.0033333,0.48433486,81.51541,-3.2598333,1005.50415,995.3662
2024-01-17 00:00:00+00:00,0.48183334,-4.2514997,-2.2626112,1.2666668,0.0,0.8866668,5.0,14.679665,2.54,0.40682706,73.67341,-6.4938607,995.9611,985.85236
2024-01-18 00:00:00+00:00,1.9318333,-4.0348334,-1.6973333,0.033333335,0.0,0.023333333,0.33333334,11.515264,4.736667,0.38606584,83.7799,-4.139694,997.6722,987.56836
2024-01-19 00:00:00+00:00,2.2651665,-3.6014998,-0.85358334,0.0,0.0,0.0,0.0,23.927507,4.8333335,0.58281624,80.680466,-3.80775,1015.3667,1005.11084
2024-01-20 00:00:00+00:00,2.9818335,-2.4015,0.0012777807,0.0,0.0,0.0,0.0,24.37261,4.58,0.62349844,79.188774,-3.2459443,1026.218,1015.8879
2024-01-21 00:00:00+00:00,3.7985,-2.2181666,1.5248889,0.0,0.0,0.0,0.0,26.347,1.68,1.4382081,48.703022,-8.7237215,1023.2639,1013.02344
2024-01-22 00:00:00+00:00,10.7485,4.0818334,6.99225,7.2666664,7.2666664,0.0,11.666667,35.963284,1.44,0.90107775,81.118355,3.9526665,1008.9458,999.04083
2024-01-23 00:00:00+00:00,7.5485,3.8485,5.606834,2.1333332,2.033333,0.07,5.0,29.425203,3.6166668,0.90332955,79.25068,2.2214167,1018.3986,1008.3501
2024-01-24 00:00:00+00:00,11.415166,6.1318336,9.019333,6.533333,6.533333,0.0,16.666666,37.28276,3.22,1.1313508,80.42083,5.7603054,1013.12225,1003.24677
2024-01-25 00:00:00+00:00,7.415167,3.2485,5.785305,0.033333335,0.033333335,0.0,0.33333334,28.810625,2.4633334,0.701587,81.35596,2.809611,1024.7362,1014.6326
2024-01-26 00:00:00+00:00,9.9485,3.7485,6.4915557,3.6666667,3.6666667,0.0,6.3333335,31.753838,1.2933334,0.4710873,85.39353,4.20475,1021.7334,1011.68536
2024-01-27 00:00:00+00:00,7.115167,1.1651667,3.731139,0.0,0.0,0.0,0.0,21.815048,5.656667,0.6764316,83.11862,1.0755833,1033.4194,1023.1551
2024-01-28 00:00:00+00:00,7.8818336,-2.5015001,1.5054445,0.0,0.0,0.0,0.0,11.008476,5.7833333,0.60514605,82.89978,-1.2230278,1033.1097,1022.7632
2024-01-29 00:00:00+00:00,9.865167,0.8318333,5.1700273,0.0,0.0,0.0,0.0,15.6591835,5.1299996,1.2034944,61.10935,-1.9258054,1028.1875,1018.0257
2024-01-30 00:00:00+00:00,10.348499,3.2151668,6.8325286,0.0,0.0,0.0,0.0,19.867086,3.9799998,0.7173643,82.02724,3.921417,1027.8514,1017.7549
2024-01-31 00:00:00+00:00,8.231833,3.8818333,5.4422507,0.36666667,0.36666667,0.0,2.6666667,21.878942,3.6299999,0.79619545,77.728035,1.7978057,1030.461,1020.2885
2024-02-01 00:00:00+00:00,7.1985,3.9818335,5.8575273,2.8999996,2.8999996,0.0,7.3333335,26.875532,4.7233334,0.87002116,80.18458,2.62975,1025.0902,1014.9856
2024-02-02 00:00:00+00:00,8.015166,4.0985,5.950584,0.7,0.7,0.0,5.6666665,27.728106,2.1133335,0.69958,81.84484,3.0429447,1025.211,1015.1087
2024-02-03 00:00:00+00:00,10.281834,8.081834,8.905444,4.633333,4.633333,0.0,22.666666,29.444107,2.1033332,0.44743204,91.58167,7.5998893,1020.40967,1010.45953
2024-02-04 00:00:00+00:00,8.881833,6.7651668,7.802666,4.1,4.1,0.0,11.333333,29.397589,2.9799998,0.73227406,84.56391,5.3068333,1017.1264,1007.17267
2024-02-05 00:00:00+00:00,10.131833,7.9651666,9.241555,4.1666665,4.1666665,0.0,11.333333,33.236584,1.9099998,0.83233,84.16708,6.6394725,1012.7458,1002.8823
2024-02-06 00:00:00+00:00,10.131833,7.415167,8.694335,3.0,3.0,0.0,17.0,34.208874,1.52,0.8617688,83.514626,6.047806,1006.5791,996.7581
