date,temp_dc_max,temp_dc_min,temp_dc_mean,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours,wind_speed_kmh_max,shortwave_radiation_mj_sum,et0_fao_evapotranspiration_mm,relative_humidity_%,dew_point_dc,pressure_sea_hpa,surface_pressure_hpa,plz_2d
2023-11-20 00:00:00+00:00,10.692666,6.7093334,9.5350275,8.366666,8.366666,0.0,15.333333,26.727896,1.4266666,0.3804543,90.97993,8.126695,1007.00977,997.8923,31
2023-11-21 00:00:00+00:00,7.5926666,3.3926668,6.1843333,1.9333334,1.9333334,0.0,9.0,14.722599,1.22,0.27254155,91.92434,4.9454446,1016.07635,1006.7671,31
2023-11-22 00:00:00+00:00,3.1426668,-1.2073333,1.1704445,0.0,0.0,0.0,0.0,19.981714,3.2966669,0.48411655,82.839,-1.5649723,1028.3972,1018.8027,31
2023-11-23 00:00:00+00:00,10.592667,3.8260002,8.3475275,4.2999997,4.2999997,0.0,12.0,33.96414,0.9833333,0.62958217,85.83729,6.058639,1015.54443,1006.3088,31
2023-11-24 00:00:00+00:00,8.426,2.0426667,4.450306,7.566667,4.8999996,1.8666668,18.666666,27.841127,3.0933332,0.5592716,85.9912,2.3030834,1004.4306,995.1712,31
2023-11-25 00:00:00+00:00,4.9593334,-0.42399994,1.8176665,3.0,1.1666667,1.2833333,6.0,22.229002,2.2833333,0.40077296,85.597404,-0.3587222,1007.3445,997.9683,31
2023-11-26 00:00:00+00:00,4.526,-1.7073332,1.5857223,1.4333334,1.3666667,0.046666667,6.3333335,14.35809,2.5266666,0.24977417,92.981445,0.5655833,1013.118,1003.67944,31
2023-11-27 00:00:00+00:00,4.4093337,1.2426666,2.9308612,12.533333,8.766665,2.6366665,23.666666,17.871727,0.93333334,0.15839334,95.68032,2.3009999,1003.7736,994.4699,31
2023-11-28 00:00:00+00:00,1.1926666,-1.9573332,-0.28997222,3.833333,0.29999998,2.4733336,12.0,22.576101,2.9233334,0.33851567,86.341286,-2.3427498,1002.2028,992.80585,31
2023-11-29 00:00:00+00:00,1.976,-2.9073334,0.0030833103,3.6999996,0.16666667,2.5199997,13.333333,23.582214,1.2566667,0.4469262,82.12559,-2.7031667,1001.4375,992.0545,31
2023-11-30 00:00:00+00:00,1.4926666,-3.9573333,-0.831639,0.26666668,0.03333333,0.16333334,0.6666667,9.346923,2.9633334,0.255919,91.34571,-2.0865,1003.2917,993.8621,31
2023-12-01 00:00:00+00:00,-1.1906667,-4.0073333,-2.1698334,0.0,0.0,0.0,0.0,8.862067,2.4333334,0.23377359,87.43937,-4.0156665,1007.08057,997.57007,31
2023-12-02 00:00:00+00:00,-0.85733336,-3.190667,-1.9392776,1.6333336,0.033333335,1.12,10.0,12.863267,0.87999994,0.16497652,88.365166,-3.6170552,1012.2028,1002.654,31
2023-12-03 00:00:00+00:00,1.3593334,-3.1073332,-0.7670557,1.7000002,0.06666667,1.1433333,6.0,15.584352,1.5866667,0.18973608,90.03521,-2.203861,1020.58057,1010.9926,31
2023-12-04 00:00:00+00:00,0.99266666,-2.7073333,-0.43024996,1.3000001,0.0,0.95666665,7.3333335,18.154594,1.6700001,0.5411146,74.614006,-4.425389,1013.668,1004.1547,31
2023-12-05 00:00:00+00:00,3.8093336,-0.5406667,1.6704445,4.9666667,0.70000005,2.986667,14.0,16.466053,0.9066667,0.22317302,89.645485,0.14683333,1004.97504,995.61615,31
2023-12-06 00:00:00+00:00,2.7593334,0.626,1.4621111,2.1666667,0.8333333,0.9333334,12.0,14.696456,0.6366667,0.12989889,95.05893,0.7558611,1011.38336,1001.9589,31
2023-12-07 00:00:00+00:00,3.9426668,-1.2073334,1.6989168,0.1,0.1,0.0,1.0,13.53806,2.8066666,0.24495117,91.81162,0.50030553,1019.3,1009.8094,31
2023-12-08 00:00:00+00:00,4.5926666,-1.3906666,1.2044722,2.6999998,0.4,1.61,8.666667,16.609118,0.6333334,0.25734952,86.49998,-0.8212221,1011.2139,1001.77997,31
2023-12-09 00:00:00+00:00,6.8426666,4.2260003,5.4440556,5.9,5.9,0.0,6.0,23.297028,2.2099998,0.3177149,90.853935,4.0551667,1007.0611,997.8073,31
2023-12-10 00:00:00+00:00,8.476,5.259333,7.378778,8.966666,8.966666,0.0,14.666667,32.652687,0.60999995,0.55656284,85.3046,5.05725,1000.45416,991.32587,31
2023-12-11 00:00:00+00:00,9.309333,6.4593334,8.14336,7.6333337,7.6333337,0.0,17.0,31.60218,0.90000004,0.436254,88.878136,6.414889,998.7292,989.64264,31
2023-12-12 00:00:00+00:00,8.609333,4.9426665,6.5586395,1.6666666,1.6666666,0.0,4.3333335,17.303173,2.2766666,0.2970843,90.4396,5.0905833,1005.543,996.343,31
2023-12-13 00:00:00+00:00,8.592667,4.892667,6.7759995,6.2333336,6.2333336,0.0,14.333333,12.762313,1.93,0.23880129,93.91571,5.856556,999.26807,990.133,31
2023-12-14 00:00:00+00:00,4.8259997,1.8926667,3.396139,0.3,0.3,0.0,3.0,12.401261,1.0366668,0.20518492,91.92631,2.1954443,1015.5625,1006.16534,31
2023-12-15 00:00:00+00:00,7.126,2.1093333,4.934333,0.73333335,0.73333335,0.0,4.3333335,17.35409,1.4900001,0.21562584,92.63566,3.836417,1031.3793,1021.8869,31
2023-12-16 00:00:00+00:00,8.176,4.076,6.173916,0.0,0.0,0.0,0.0,22.864843,1.36,0.42945382,86.86859,4.1141944,1037.1973,1027.695,31
2023-12-17 00:00:00+00:00,8.976,6.5926666,7.9614167,0.0,0.0,0.0,0.0,22.764841,1.62,0.47367898,87.26673,5.956556,1034.7457,1025.3253,31
2023-12-18 00:00:00+00:00,6.8926663,5.192667,6.0371113,0.06666667,0.06666667,0.0,0.33333334,23.000624,1.6066667,0.59088844,82.92872,3.3398888,1029.8278,1020.388,31
2023-12-19 00:00:00+00:00,7.359333,5.4426665,6.5009995,12.933333,12.933333,0.0,17.333334,24.32012,0.36666667,0.3246998,89.643715,4.8982224,1018.75555,1009.4338,31
2023-12-20 00:00:00+00:00,6.876,4.792667,5.8503056,6.8666663,6.8666663,0.0,15.0,30.177177,0.6933333,0.24407633,92.33041,4.696833,1010.13055,1000.8648,31
2023-12-21 00:00:00+00:00,9.592667,4.509333,7.414889,17.066668,17.066668,0.0,22.666666,39.05293,0.5466666,0.3870658,90.5192,5.9551663,993.86945,984.8032,31
